,carat,cut,color,clarity,depth,table,x,y,z,clarity_scale,price_predict
440,1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,6,5937.273731049678
441,1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,9,11703.374812872737
442,1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,6,6002.289744828247
443,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,7,10264.899934797819
444,1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,4,4628.830880531901
445,1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,4,3978.6707427461915
446,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,7,11045.092100140666
447,1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,4,7879.631569460442
448,1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,10,11414.86403834235
449,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,6,8147.818199521085
450,1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,4,8724.839748581862
451,1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,1,3738.9308321016524
452,1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,7,8444.451548997835
453,1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,6,6067.305758606819
454,1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5,4925.464230008651
455,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,4,7164.4554178961625
456,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,8,14462.494110988819
457,1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,4,3913.654728967622
458,1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,4,4043.686756524763
459,1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,5,9476.585194508607
460,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,4,3978.6707427461915
461,1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,7,7209.147287204989
462,1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,6,6067.305758606819
463,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5,5055.496257565792
464,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,7,7534.227356097845
465,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,6,6782.481910171098
466,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,6,8082.802185742514
467,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,4,5539.055073431891
468,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,5,11427.065607865732
469,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,6,8342.8662408568
470,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5,4925.464230008651
471,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,6,9188.074419978218
472,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,5,4990.48024378722
473,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,4,4043.686756524763
474,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5,4990.48024378722
475,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,5,8176.264918937191
476,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,4,3978.6707427461915
477,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,4,3913.654728967622
478,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,4,10545.288134381846
479,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,5,12142.241759430008
480,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,6,6912.513937728239
481,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,5,5380.576326458646
482,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,6,10748.45875066392
483,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,8,8416.00482958173
484,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,7,7924.323438769266
485,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,4,6969.40737656045
486,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,5,6225.784505580066
487,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,5,5380.576326458646
488,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5,4990.48024378722
489,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,4,12170.688478846116
490,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,4,4823.878921867612
491,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,5,5055.496257565792
492,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,5,5380.576326458646
493,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,6,10488.394695549634
494,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,4,5148.958990760466
495,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,4,3978.6707427461915
496,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,4,3913.654728967622
497,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,7,8054.355466326409
498,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,8,11601.789504731702
499,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,7,10394.931962354962
500,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,6,5937.273731049678
501,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,5,8761.40904294433
502,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,7,7144.131273426419
503,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,5,8176.264918937191
504,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,5,4990.48024378722
505,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,6,10553.410709328205
506,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,4,4498.798852974758
507,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,5,4990.48024378722
508,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,6,6262.353799942533
509,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,5,8176.264918937191
510,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,5,4990.48024378722
511,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,4,8854.871776139003
512,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,6,6002.289744828247
513,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,4,4108.702770303333
514,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,4,10610.304148160414
515,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,4,3978.6707427461915
516,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,1,4194.0429285516475
517,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,5,5965.720450465782
518,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,7,7274.1633009835605
519,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,8,9001.148953588867
520,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,4,4953.910949424753
521,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,7,10654.99601746924
522,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,5,8241.280932715761
523,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,4,4368.766825417617
524,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,6,9513.154488871072
525,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6,7107.561979063952
526,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,5,6290.800519358638
527,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,5,12337.289800765722
528,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6,7237.594006621095
529,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,6,12503.891122685329
530,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,5,9151.505125615753
531,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6,6522.417855056816
532,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5,5315.560312680076
533,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,5,8111.24890515862
534,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,6,9253.09043375679
535,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5,5445.592340237217
536,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,6,6327.369813721103
537,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,5,4925.464230008651
538,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,6,6067.305758606819
539,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4,4043.686756524763
540,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,6,6262.353799942533
541,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,4,6319.247238774742
542,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,6,6457.401841278244
543,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,4,10545.288134381846
544,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,4,9635.063941481852
545,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,6,9318.106447535361
546,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5,4990.48024378722
547,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,6,6002.289744828247
548,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,4,4043.686756524763
549,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,6,12503.891122685329
550,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,5,8696.393029165758
551,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,4,9244.967858810429
552,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,5,8306.296946494333
553,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,5,6225.784505580066
554,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,7,10524.963989912101
555,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,4,6059.183183660458
556,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4,3978.6707427461915
557,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,4,5148.958990760466
558,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,7,15921.293133533478
559,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,5,11622.113649201443
560,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,9,9492.83034440133
561,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4,3978.6707427461915
562,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,5,12532.337842101437
563,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,7,11695.252237926377
564,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,7,10199.883921019247
565,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,7,6949.083232090705
566,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,4,4043.686756524763
567,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,4,11390.496313503265
568,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,4,3978.6707427461915
569,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,5,5250.544298901505
570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,7,10459.94797613353
571,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,5,4990.48024378722
572,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5,5835.688422908641
573,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,4,6319.247238774742
574,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,4,12040.656451288976
575,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,5,5510.608354015787
576,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,5,4990.48024378722
577,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,4,7749.599541903301
578,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,4,5474.03905965332
579,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,6,6002.289744828247
580,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,5,4925.464230008651
581,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,4,5409.02304587475
582,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,4,4563.81486675333
583,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,4,10480.272120603275
584,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,4,5864.135142324745
585,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,5,11427.065607865732
586,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,4,4043.686756524763
587,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,4,3913.654728967622
588,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,4,10415.256106824703
589,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,7,6949.083232090705
590,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,7,8249.403507662122
591,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,5,5510.608354015787
592,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,4,4368.766825417617
593,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4,4368.766825417617
594,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,4,3913.654728967622
595,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,4,9505.031913924713
596,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,5,11492.0816216443
597,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,6,6067.305758606819
598,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5,5900.704436687212
599,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,8,8025.908746910305
600,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,4,4043.686756524763
601,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,7,7079.115259647848
602,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,5,11687.129662980014
603,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,1,10630.62829263016
604,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,6,7692.706103071088
605,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,7,8249.403507662122
606,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,7,10199.883921019247
607,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,5,11427.065607865732
608,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,6,9383.122461313933
609,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,4,4303.750811639047
610,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,4,6384.263252553312
611,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,4,4043.686756524763
612,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4,4043.686756524763
613,1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,6,9253.09043375679
614,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,6,10618.426723106777
615,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,5,11752.145676758586
616,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,4,5734.103114767604
617,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,6,7302.610020399665
618,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,5,9476.585194508607
619,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,4,7164.4554178961625
620,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,8,10236.453215381714
621,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,8,9456.261050038864
622,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,4,4563.81486675333
623,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,5,6485.848560694349
624,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,4,10480.272120603275
625,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,7,13450.684609947786
626,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,6,9838.234557763926
627,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,6,7887.754144406803
628,1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,7,7079.115259647848
629,1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,9,9687.878385737042
630,1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,7,7209.147287204989
631,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,5,11492.0816216443
632,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,4,10610.304148160414
633,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,6,5937.273731049678
634,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,8,10041.405174046
635,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,4,10935.384217053268
636,1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,7,7989.339452547838
637,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,6,12633.923150242472
638,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,5,5250.544298901505
639,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,4,4433.782839196188
640,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,4,7944.647583239013
641,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,4,5539.055073431891
642,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,7,8249.403507662122
643,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,4,5213.975004539037
644,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,5,8891.44107050147
645,1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,6,9253.09043375679
646,1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,5,6225.784505580066
647,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,5,6810.928629587204
648,1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,5,8241.280932715761
649,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,5,4925.464230008651
650,3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,1,13946.44499533727
651,1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,10,9984.511735213791
652,1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,5,4925.464230008651
653,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,5,5055.496257565792
654,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,5,4990.48024378722
655,1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,6,6457.401841278244
656,1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,7,7014.099245869276
657,1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,6,6002.289744828247
658,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,4,10480.272120603275
659,1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,5,6355.816533137207
660,1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,4,4563.81486675333
661,1.01,Premium,F,VS2,62.0,59.0,6.45,6.38,3.98,6,6002.289744828247
662,1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,4,4823.878921867612
663,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,4,4953.910949424753
664,1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,4,7619.567514346158
665,1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,10,13105.28039658519
666,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,4,4563.81486675333
667,2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,1,11800.916540644435
668,1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,8,7960.892733131734
669,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,4,7164.4554178961625
670,1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,7,7274.1633009835605
671,1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,4,4238.734797860476
672,1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,5,5120.512271344362
673,1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,7,8574.483576554976
674,1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,4,5539.055073431891
675,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,5,6875.944643365774
676,2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,5,12467.321828322865
677,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,6,9318.106447535361
678,1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,5,4990.48024378722
679,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4,4108.702770303333
680,1.0,Very Good,F,VS1,60.4,59.0,6.4,6.51,3.9,7,6949.083232090705
681,1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,5,5835.688422908641
682,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,4,3978.6707427461915
683,1.02,Fair,I,SI2,64.5,56.0,6.28,6.25,4.04,4,4043.686756524763
684,1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09,5,5835.688422908641
685,1.6,Good,E,SI1,63.6,58.0,7.44,7.38,4.71,5,8826.4250567229
686,1.16,Premium,G,VS2,59.9,60.0,6.88,6.85,4.11,6,6977.529951506809
687,2.1,Premium,F,SI2,62.1,59.0,8.16,8.18,5.07,4,11065.416244610411
688,1.03,Ideal,G,SI1,60.1,59.0,6.6,6.57,3.96,5,5120.512271344362
689,1.0,Fair,H,SI1,65.5,57.0,6.26,6.21,4.08,5,4925.464230008651
690,1.41,Ideal,H,VS1,60.7,56.0,7.31,7.22,1.41,7,9614.73979701211
691,1.02,Ideal,G,SI1,60.6,59.0,6.55,6.52,3.96,5,5055.496257565792
692,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,4,7294.487445453304
693,1.01,Premium,F,VS2,58.9,58.0,6.59,6.51,3.86,6,6002.289744828247
694,1.21,Ideal,H,SI1,61.8,55.0,6.82,6.86,4.23,5,6290.800519358638
695,1.01,Premium,G,VS1,59.8,59.0,6.55,6.5,3.9,7,7014.099245869276
696,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,4,7164.4554178961625
697,1.51,Premium,F,VS2,62.5,58.0,7.33,7.22,4.55,6,9253.09043375679
698,2.14,Premium,D,SI2,59.8,59.0,8.4,8.36,5.01,4,11325.480299724697
699,1.02,Ideal,G,VS1,61.6,55.0,6.53,6.46,4.0,7,7079.115259647848
700,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,4,4173.718784081904
701,1.0,Good,F,SI1,60.1,65.0,6.4,6.44,3.86,5,4925.464230008651
702,1.01,Very Good,F,VVS2,59.8,58.0,6.47,6.55,3.89,8,8025.908746910305
703,1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,9,10012.958454629896
704,1.5,Premium,F,VS2,61.3,61.0,7.36,7.33,4.5,6,9188.074419978218
705,1.03,Ideal,F,SI1,62.6,57.0,6.42,6.46,4.03,5,5120.512271344362
706,1.51,Premium,G,SI1,61.3,61.0,7.41,7.34,4.52,5,8241.280932715761
707,1.01,Very Good,F,SI1,63.1,59.0,6.3,6.37,4.0,5,4990.48024378722
708,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,5,6875.944643365774
709,1.04,Ideal,H,VS2,61.0,57.0,6.56,6.53,3.99,6,6197.337786163962
710,2.0,Ideal,H,SI2,59.7,57.0,8.29,8.22,4.93,4,10415.256106824703
711,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,4,4043.686756524763
712,1.01,Very Good,H,SI1,60.2,60.0,6.5,6.48,3.91,5,4990.48024378722
713,1.56,Ideal,I,SI1,62.5,54.0,7.45,7.37,4.63,5,8566.361001608617
714,1.01,Very Good,D,SI1,62.8,60.0,6.36,6.42,4.01,5,4990.48024378722
715,1.25,Ideal,G,VS2,62.4,55.0,6.93,6.86,4.3,6,7562.674075513949
716,1.14,Ideal,J,SI2,61.5,57.0,6.73,6.77,4.15,4,4823.878921867612
717,1.16,Ideal,E,SI2,61.9,55.0,6.71,6.77,4.17,4,4953.910949424753
718,1.05,Very Good,G,VS2,62.8,58.0,6.44,6.48,4.06,6,6262.353799942533
719,2.01,Premium,G,SI1,60.3,59.0,8.23,8.15,4.94,5,11492.0816216443
720,2.01,Premium,J,SI1,59.8,57.0,8.17,8.13,4.87,5,11492.0816216443
721,1.0,Good,F,SI1,63.7,58.0,6.29,6.34,4.02,5,4925.464230008651
722,1.57,Premium,G,SI1,59.2,59.0,7.6,7.68,4.52,5,8631.377015387186
723,2.17,Premium,G,SI2,62.2,62.0,8.32,8.24,5.15,4,11520.528341060404
724,1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,4,4628.830880531901
725,1.64,Premium,G,VS2,62.4,58.0,7.52,7.49,4.68,6,10098.298612878209
726,1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,4,4888.8949356461835
727,1.5,Good,H,VS1,64.2,56.0,7.3,7.09,4.62,7,10199.883921019247
728,2.0,Fair,J,SI1,66.4,55.0,7.82,7.67,5.15,5,11427.065607865732
729,1.32,Premium,H,VS2,61.5,59.0,7.04,7.01,4.32,6,8017.786171963946
730,1.52,Very Good,I,SI1,62.7,59.0,7.26,7.34,4.58,5,8306.296946494333
731,1.15,Ideal,J,VS1,61.5,55.0,6.81,6.76,4.17,7,7924.323438769266
732,1.21,Premium,J,VS2,59.0,60.0,6.93,6.88,4.07,6,7302.610020399665
733,1.1,Premium,J,SI2,60.0,58.0,6.77,6.66,4.03,4,4563.81486675333
734,1.01,Very Good,E,VS2,59.9,57.0,6.52,6.57,3.92,6,6002.289744828247
735,2.0,Very Good,G,SI1,62.5,58.0,7.98,8.04,5.01,5,11427.065607865732
736,1.0,Premium,E,SI1,60.5,59.0,6.4,6.45,3.89,5,4925.464230008651
737,1.55,Very Good,G,SI2,61.9,60.0,7.31,7.36,4.54,4,7489.535486789016
738,1.5,Premium,H,VS1,62.1,59.0,7.31,7.27,4.53,7,10199.883921019247
739,1.5,Premium,I,SI2,62.5,61.0,7.29,7.24,4.54,4,7164.4554178961625
